park_date,alien_saucers,dinosaur,expedition_everest,flight_of_passage,kilimanjaro_safaris,navi_river,pirates_of_caribbean,rock_n_rollercoaster,seven_dwarfs_train,slinky_dog,soarin,spaceship_earth,splash_mountain,toy_story_mania,season
2018-08-10,27.833333333333332,,,106.44444444444444,,,13.25,,,66.5,34.5,,,17.7,peak
2018-08-11,26.0,19.875,17.75,105.0,,30.666666666666668,,,,74.58333333333333,,,,18.666666666666668,peak
2018-08-12,28.3,,,,,,,,,19.875,34.6,,20.0,21.0,peak
2018-08-13,,,17.0,,,,,,,39.333333333333336,23.666666666666668,,,,peak
2018-08-14,22.0,,,,,,13.2,,,,,,,25.0,peak
2018-08-15,27.875,,,,,,,30.75,,36.77777777777778,,,,24.2,peak
2018-08-16,18.0,,,96.33333333333333,,,16.333333333333332,,,32.583333333333336,21.333333333333332,,31.333333333333332,24.75,peak
2018-08-17,34.833333333333336,,20.833333333333332,,,,9.208333333333334,,31.527777777777782,55.642857142857146,,,20.083333333333336,35.5,peak
2018-08-18,32.833333333333336,,,,10.0,,15.0,,53.666666666666664,42.8,20.666666666666668,,,26.666666666666668,peak
2018-08-19,26.8,,,,,,15.0,,,33.75,27.0,,,27.055555555555554,peak
2018-08-20,32.666666666666664,16.666666666666668,31.222222222222218,82.66666666666667,,,14.75,,,36.52777777777778,25.0,,,,peak
2018-08-21,23.875,22.0,,48.75,,32.666666666666664,,,,37.25,29.6,,,25.457142857142856,value
2018-08-22,,24.1,12.4,71.5,,29.4375,,,43.25,37.98888888888889,,,,20.072916666666668,value
2018-08-23,14.555555555555555,24.666666666666668,36.0,,,37.0,10.0,24.0,35.666666666666664,38.76190476190476,16.666666666666668,,34.3,20.85,value
2018-08-24,17.333333333333332,22.333333333333332,,77.5,,,8.476190476190476,,37.333333333333336,44.5,25.25,,16.166666666666668,21.583333333333332,value
2018-08-25,21.0,24.0,8.833333333333334,68.8,,29.333333333333332,,,,39.25,30.666666666666668,8.75,16.833333333333332,20.375,value
2018-08-26,,13.25,,99.0,,,7.0,33.875,,46.11111111111111,17.0,,,33.0,value
2018-08-27,28.333333333333332,,11.333333333333334,79.33333333333333,9.666666666666666,55.333333333333336,10.75,,,30.93333333333333,18.3,,,30.9,value
2018-08-28,24.333333333333332,,,49.6,,,18.928571428571427,,33.833333333333336,30.416666666666664,12.333333333333334,,26.666666666666668,14.0,value
2018-08-29,24.25,,,,,28.333333333333332,11.0,,,24.833333333333336,,,,22.75,value
2018-08-30,14.333333333333334,,,57.8,,23.0,,,,29.32857142857143,14.35,5.333333333333333,15.2,21.194444444444446,value
2018-08-31,16.5625,,,64.0,,,18.5,14.666666666666666,25.333333333333332,41.71875,18.8,,17.6,17.419999999999998,value
2018-09-01,24.166666666666668,10.625,,65.08333333333333,,,18.0,15.666666666666666,,71.125,23.2,,,19.357142857142858,value
2018-09-02,,,,53.583333333333336,,,,,,81.33333333333333,33.2,,,53.75,value
2018-09-03,30.0,,,,,,8.0,,26.166666666666668,,,,,28.25,value
2018-09-04,19.125,,6.125,55.333333333333336,,30.166666666666668,,,,37.357142857142854,,,,27.93333333333333,value
2018-09-05,14.333333333333334,,12.333333333333334,,7.0,24.5,12.0,20.777777777777775,,29.5625,9.4,,,16.0,value
2018-09-06,13.5,,26.875,,,,15.833333333333332,,38.5,23.291666666666664,11.583333333333334,5.0,22.5,17.5,value
2018-09-07,,19.125,8.475,64.375,2.1666666666666665,31.25,3.25,,33.0625,,,,15.4,29.0,value
2018-09-08,37.476190476190474,10.0,14.466666666666667,60.0,6.75,,19.222222222222225,,34.166666666666664,50.27777777777777,16.8,11.75,16.833333333333332,31.333333333333332,value
2018-09-09,31.875,,,63.44285714285714,19.666666666666668,45.166666666666664,8.25,,15.625,67.20833333333333,15.25,,9.75,35.023809523809526,value
2018-09-10,32.5,24.5,21.733333333333334,60.6,16.875,21.833333333333332,,,,44.833333333333336,18.53333333333333,,,30.4,value
2018-09-11,,,,40.5,11.333333333333334,,9.0,,25.222222222222218,20.666666666666668,17.857142857142858,,11.0,,value
2018-09-12,20.0,18.0,,53.42857142857143,,,12.5,7.666666666666667,39.666666666666664,26.571428571428573,22.666666666666668,,,22.7,value
2018-09-13,26.666666666666668,,19.2,71.66666666666667,,31.5,6.166666666666667,27.0,43.333333333333336,35.875,16.166666666666668,3.25,,24.666666666666668,value
2018-09-14,21.666666666666668,,11.666666666666666,,,,11.0,,37.94444444444445,54.166666666666664,25.666666666666668,,14.333333333333334,34.0,value
2018-09-15,,,3.095238095238095,72.46666666666667,,28.75,,,,59.0,23.333333333333332,,21.0,28.476190476190474,value
2018-09-16,,10.666666666666666,8.0,,,,13.4,,27.375,40.0,19.625,,,41.4375,value
2018-09-17,9.222222222222223,17.666666666666668,,,,21.0,,,,33.333333333333336,,,,,value
2018-09-18,,,,,,32.666666666666664,14.125,31.25,36.8,32.0,,7.333333333333333,5.866666666666667,28.0,value
2018-09-19,,6.25,,48.333333333333336,,,8.0,,30.666666666666668,37.25,16.5,,,,value
2018-09-20,,,,,,,16.625,,,47.3,18.666666666666668,,,23.0,value
2018-09-21,34.666666666666664,,,92.625,35.0,,16.2,,,,19.722222222222225,,10.0,32.25,value
2018-09-22,,,14.0,,,,26.0,,,55.4,,,,27.0,value
2018-09-23,28.125,20.0,,,,38.333333333333336,23.666666666666668,,24.6,47.5,21.833333333333332,,11.166666666666666,28.2,value
2018-09-24,21.2,,15.0,63.125,13.25,,,,,46.8,10.6,,,30.25,value
2018-09-25,22.25,,14.333333333333334,39.166666666666664,,,,,25.0,,,,15.0,,value
2018-09-26,13.0,,12.833333333333334,41.285714285714285,,,,,,24.0,,,19.666666666666668,,value
2018-09-27,,,,40.333333333333336,,,,,,42.833333333333336,,,,12.666666666666666,value
2018-09-28,,,,,,,12.275,,,,19.0,,15.666666666666666,,value
2018-09-29,,,18.06666666666667,58.666666666666664,9.666666666666666,,,,,,,,,53.666666666666664,value
2018-09-30,,,,,,,6.666666666666667,39.25,23.666666666666668,,,,11.666666666666666,,value
2018-10-01,,13.166666666666666,,55.333333333333336,,,,,,42.0,10.5,,,30.9,value
2018-10-02,,,,,,,,,29.625,,,,,,value
2018-10-03,,,16.0,,,,,29.333333333333332,,34.625,,,,33.25,value
2018-10-04,,,,,,,,,,,,,,29.333333333333332,value
2018-10-05,,,,120.625,,,15.75,,27.875,,,,,,value
2018-10-06,32.0,28.6,,,32.0,27.583333333333332,24.6,36.0,,55.666666666666664,35.8,24.25,35.0,,regular
2018-10-07,,,,,,,31.333333333333332,,,75.83333333333333,32.16666666666667,,,,regular
2018-10-08,,,,,,,13.0,,40.0,,34.333333333333336,,,,regular
