"date","wdw_ticket_season","wdwseason","wdwmaxtemp","wdwmintemp","wdwmeantemp","mkopen","mkclose","mkhours","epopen","epclose","ephours","hsopen","hsclose","hshours","akopen","akclose","akhours"
2015-01-01,NA,"CHRISTMAS PEAK",73.02,59.81,66.41,28800,90000,17,28800,75600,13,28800,79200,14,28800,68400,11
2015-01-02,NA,"CHRISTMAS",78,60.72,69.36,28800,90000,17,28800,75600,13,28800,79200,14,28800,72000,12
2015-01-03,NA,"CHRISTMAS",83.12,67.31,75.22,32400,90000,16,32400,75600,12,32400,79200,13,28800,68400,11
2015-01-04,NA,"CHRISTMAS",83.93,67.97,75.95,32400,86400,15,32400,75600,12,32400,72000,11,32400,72000,11
2015-01-05,NA,"CHRISTMAS",72.3,56.89,64.6,32400,82800,14,32400,75600,12,32400,72000,11,32400,61200,8
2015-01-06,NA,"CHRISTMAS",77.67,54.88,66.28,32400,75600,12,32400,75600,12,32400,68400,10,32400,61200,8
2015-01-07,NA,"CHRISTMAS",67.24,48.56,57.9,32400,75600,12,32400,75600,12,32400,68400,10,32400,61200,8
2015-01-08,NA,"CHRISTMAS",59.44,38.7,49.07,32400,75600,12,32400,75600,12,32400,68400,10,32400,61200,8
2015-01-09,NA,"CHRISTMAS",54.89,45.37,50.13,32400,75600,12,32400,75600,12,32400,68400,10,32400,64800,9
2015-01-10,NA,"WINTER",67.16,44.46,55.81,32400,82800,14,32400,75600,12,32400,72000,11,32400,72000,11
2015-01-11,NA,"WINTER",77.1,53.14,65.12,32400,75600,12,32400,75600,12,32400,68400,10,32400,61200,8
2015-01-12,NA,"WINTER",78.24,62.86,70.55,32400,75600,12,32400,75600,12,32400,72000,11,32400,61200,8
2015-01-13,NA,"WINTER",74.89,61.98,68.44,32400,72000,11,32400,75600,12,32400,68400,10,32400,61200,8
2015-01-14,NA,"WINTER",64.51,53.83,59.17,32400,72000,11,32400,75600,12,32400,68400,10,32400,61200,8
2015-01-15,NA,"MARTIN LUTHER KING JUNIOR DAY",62.12,52.83,57.47,32400,75600,12,32400,75600,12,32400,68400,10,32400,61200,8
2015-01-16,NA,"MARTIN LUTHER KING JUNIOR DAY",63.58,50.65,57.11,32400,86400,15,32400,75600,12,32400,68400,10,32400,61200,8
2015-01-17,NA,"MARTIN LUTHER KING JUNIOR DAY",72.83,48.54,60.69,32400,90000,16,32400,75600,12,32400,75600,12,32400,68400,10
2015-01-18,NA,"MARTIN LUTHER KING JUNIOR DAY",70.59,55.12,62.86,32400,90000,16,32400,75600,12,32400,75600,12,32400,72000,11
2015-01-19,NA,"MARTIN LUTHER KING JUNIOR DAY",69.89,46.86,58.38,32400,82800,14,32400,75600,12,32400,72000,11,32400,72000,11
2015-01-20,NA,"MARTIN LUTHER KING JUNIOR DAY",71.03,49.38,60.21,32400,79200,13,32400,75600,12,32400,68400,10,32400,61200,8
2015-01-21,NA,"MARTIN LUTHER KING JUNIOR DAY",75.78,52.58,64.18,32400,72000,11,32400,75600,12,32400,68400,10,32400,61200,8
2015-01-22,NA,"MARTIN LUTHER KING JUNIOR DAY",77.09,55.15,66.12,32400,75600,12,32400,75600,12,32400,68400,10,32400,61200,8
2015-01-23,NA,"MARTIN LUTHER KING JUNIOR DAY",78.4,61.83,70.12,32400,75600,12,32400,75600,12,32400,68400,10,32400,61200,8
2015-01-24,NA,"WINTER",70.77,49.34,60.06,32400,86400,15,32400,75600,12,32400,72000,11,32400,68400,10
2015-01-25,NA,"WINTER",63.48,43.57,53.53,32400,75600,12,32400,75600,12,32400,72000,11,32400,68400,10
2015-01-26,NA,"WINTER",65.48,52.51,59,32400,79200,13,32400,75600,12,32400,64800,9,32400,61200,8
2015-01-27,NA,"WINTER",66.78,43.56,55.17,32400,75600,12,32400,75600,12,32400,72000,11,32400,61200,8
2015-01-28,NA,"WINTER",61.13,45.75,53.44,32400,72000,11,32400,75600,12,32400,68400,10,32400,61200,8
2015-01-29,NA,"WINTER",70.11,43.56,56.84,32400,72000,11,32400,75600,12,32400,68400,10,32400,61200,8
2015-01-30,NA,"WINTER",71.89,47.38,59.64,32400,75600,12,32400,75600,12,32400,68400,10,32400,61200,8
2015-01-31,NA,"WINTER",69.8,48.04,58.92,28800,86400,16,32400,75600,12,32400,72000,11,28800,68400,11
2015-02-01,NA,"WINTER",73.34,48.7,61.02,32400,79200,13,32400,75600,12,32400,68400,10,32400,72000,11
2015-02-02,NA,"WINTER",75.02,53.51,64.27,32400,79200,13,32400,75600,12,32400,72000,11,32400,64800,9
2015-02-03,NA,"WINTER",66.33,44.24,55.29,32400,75600,12,32400,75600,12,32400,68400,10,32400,64800,9
2015-02-04,NA,"WINTER",73.02,53.63,63.33,32400,75600,12,32400,75600,12,32400,68400,10,32400,64800,9
2015-02-05,NA,"WINTER",65.22,51.8,58.51,32400,75600,12,32400,75600,12,32400,68400,10,32400,64800,9
2015-02-06,NA,"WINTER",66.33,50.3,58.32,32400,82800,14,32400,75600,12,32400,68400,10,32400,64800,9
2015-02-07,NA,"WINTER",71.78,48.31,60.05,28800,86400,16,32400,75600,12,32400,72000,11,32400,72000,11
2015-02-08,NA,"WINTER",73.58,49.22,61.4,32400,86400,15,32400,75600,12,32400,72000,11,32400,72000,11
2015-02-09,NA,"WINTER",70.42,55.13,62.78,32400,79200,13,32400,75600,12,32400,72000,11,32400,61200,8
2015-02-10,NA,"WINTER",64.23,54.03,59.13,32400,82800,14,32400,75600,12,32400,68400,10,32400,61200,8
2015-02-11,NA,"WINTER",66.96,47.46,57.21,32400,79200,13,32400,75600,12,32400,68400,10,32400,61200,8
2015-02-12,NA,"PRESIDENTS WEEK",71.39,45.08,58.24,32400,79200,13,32400,75600,12,32400,68400,10,32400,61200,8
2015-02-13,NA,"PRESIDENTS WEEK",59.54,45.34,52.44,28800,90000,17,32400,75600,12,32400,72000,11,28800,61200,9
2015-02-14,NA,"PRESIDENTS WEEK",63.24,40.49,51.87,28800,90000,17,28800,75600,13,28800,72000,12,28800,72000,12
2015-02-15,NA,"PRESIDENTS WEEK",73.42,48.84,61.13,28800,90000,17,28800,75600,13,28800,72000,12,28800,72000,12
2015-02-16,NA,"PRESIDENTS WEEK",74.11,48.85,61.48,28800,90000,17,28800,75600,13,28800,72000,12,28800,72000,12
2015-02-17,NA,"PRESIDENTS WEEK",78.7,58.55,68.63,28800,90000,17,32400,75600,12,32400,72000,11,28800,68400,11
2015-02-18,NA,"PRESIDENTS WEEK",60.48,47.28,53.88,28800,90000,17,32400,75600,12,32400,64800,9,28800,68400,11
2015-02-19,NA,"PRESIDENTS WEEK",51.24,39.13,45.19,32400,86400,15,32400,75600,12,32400,72000,11,32400,68400,10
2015-02-20,NA,"PRESIDENTS WEEK",55.91,33.47,44.69,32400,86400,15,32400,75600,12,32400,72000,11,32400,68400,10
2015-02-21,NA,"PRESIDENTS WEEK",70.56,43.12,56.84,28800,90000,17,32400,75600,12,32400,72000,11,32400,72000,11
2015-02-22,NA,"PRESIDENTS WEEK",80.63,54.82,67.73,32400,82800,14,32400,75600,12,32400,68400,10,32400,64800,9
2015-02-23,NA,"WINTER",81.34,59.38,70.36,32400,86400,15,32400,75600,12,32400,72000,11,32400,61200,8
2015-02-24,NA,"WINTER",74.4,62.2,68.3,32400,82800,14,32400,75600,12,32400,68400,10,32400,61200,8
2015-02-25,NA,"WINTER",73.76,59.22,66.49,32400,75600,12,32400,75600,12,32400,68400,10,32400,61200,8
2015-02-26,NA,"WINTER",73.67,56.51,65.09,32400,75600,12,32400,75600,12,32400,68400,10,32400,61200,8
2015-02-27,NA,"WINTER",56.51,53.46,54.99,32400,86400,15,32400,75600,12,32400,68400,10,32400,64800,9
2015-02-28,NA,"WINTER",66.56,56.28,61.42,28800,90000,17,32400,75600,12,32400,72000,11,32400,72000,11
2015-03-01,NA,"SPRING",78.54,64.53,71.54,32400,86400,15,32400,75600,12,32400,72000,11,32400,68400,10
2015-03-02,NA,"SPRING",81.95,63.38,72.67,32400,82800,14,32400,75600,12,32400,68400,10,32400,68400,10
2015-03-03,NA,"SPRING",82.33,63.65,72.99,32400,79200,13,32400,75600,12,32400,68400,10,32400,68400,10
2015-03-04,NA,"SPRING",84.15,64.24,74.2,32400,79200,13,32400,75600,12,32400,68400,10,32400,68400,10
2015-03-05,NA,"SPRING",84.87,67.19,76.03,32400,79200,13,32400,75600,12,32400,68400,10,32400,61200,8
2015-03-06,NA,"SPRING",71.31,52.53,61.92,32400,82800,14,32400,75600,12,32400,68400,10,32400,61200,8
2015-03-07,NA,"SPRING",67.37,52.37,59.87,28800,86400,16,32400,75600,12,32400,72000,11,32400,68400,10
2015-03-08,NA,"SPRING",76.92,55.49,66.21,28800,82800,15,32400,75600,12,32400,77400,12.5,32400,68400,10
2015-03-09,NA,"SPRING",80.93,59.04,69.99,28800,82800,15,32400,75600,12,32400,77400,12.5,28800,68400,11
2015-03-10,NA,"SPRING",84.87,63.86,74.37,28800,82800,15,32400,75600,12,32400,77400,12.5,28800,68400,11
2015-03-11,NA,"SPRING",86.48,69.42,77.95,28800,82800,15,32400,75600,12,32400,77400,12.5,32400,68400,10
2015-03-12,NA,"SPRING",86.2,72.11,79.16,28800,82800,15,32400,75600,12,32400,77400,12.5,28800,68400,11
2015-03-13,NA,"SPRING",82.87,68.69,75.78,28800,82800,15,32400,75600,12,32400,77400,12.5,28800,68400,11
2015-03-14,NA,"SPRING",86.44,68.29,77.37,28800,86400,16,32400,75600,12,32400,82800,14,28800,68400,11
2015-03-15,NA,"SPRING",86.37,68.05,77.21,28800,86400,16,32400,75600,12,28800,77400,13.5,32400,72000,11
2015-03-16,NA,"SPRING",83.83,64.54,74.19,28800,86400,16,32400,75600,12,32400,77400,12.5,28800,68400,11
2015-03-17,NA,"SPRING",84.89,64.36,74.63,28800,86400,16,32400,75600,12,32400,77400,12.5,28800,68400,11
2015-03-18,NA,"SPRING",84.66,65.29,74.98,28800,86400,16,32400,75600,12,32400,77400,12.5,32400,72000,11
2015-03-19,NA,"SPRING",85.07,69.28,77.18,28800,86400,16,32400,75600,12,32400,77400,12.5,32400,72000,11
2015-03-20,NA,"SPRING",86.96,67.98,77.47,28800,86400,16,32400,75600,12,32400,77400,12.5,32400,72000,11
2015-03-21,NA,"SPRING",86.96,66.73,76.85,28800,90000,17,32400,75600,12,32400,77400,12.5,28800,72000,12
2015-03-22,NA,"SPRING",85.81,69.48,77.65,32400,86400,15,32400,75600,12,32400,77400,12.5,32400,68400,10
2015-03-23,NA,"SPRING",79.53,67.09,73.31,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,68400,10
2015-03-24,NA,"SPRING",78.31,64.33,71.32,32400,86400,15,32400,75600,12,32400,77400,12.5,32400,72000,11
2015-03-25,NA,"SPRING",79.7,62.21,70.96,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,72000,11
2015-03-26,NA,"SPRING",86.3,64.45,75.38,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,72000,11
2015-03-27,NA,"EASTER",80.76,64.04,72.4,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,68400,10
2015-03-28,NA,"EASTER",68.92,52.46,60.69,28800,86400,16,32400,75600,12,32400,77400,12.5,32400,72000,11
2015-03-29,NA,"EASTER",70.16,49.2,59.68,28800,90000,17,32400,75600,12,28800,77400,13.5,28800,72000,12
2015-03-30,NA,"EASTER",76.15,46.16,61.16,28800,90000,17,32400,75600,12,28800,77400,13.5,28800,72000,12
2015-03-31,NA,"EASTER",82.02,59.05,70.54,28800,90000,17,32400,75600,12,28800,77400,13.5,28800,72000,12
2015-04-01,NA,"EASTER",82.81,63.5,73.16,28800,90000,17,32400,75600,12,28800,77400,13.5,28800,72000,12
2015-04-02,NA,"EASTER",83.21,64.39,73.8,28800,90000,17,32400,75600,12,28800,77400,13.5,28800,72000,12
2015-04-03,NA,"EASTER",84.67,65.78,75.23,28800,90000,17,32400,75600,12,28800,77400,13.5,28800,68400,11
2015-04-04,NA,"EASTER",85.43,64.51,74.97,28800,90000,17,32400,75600,12,28800,77400,13.5,28800,68400,11
2015-04-05,NA,"EASTER",80.26,66.97,73.62,28800,90000,17,32400,75600,12,28800,77400,13.5,28800,68400,11
2015-04-06,NA,"EASTER",83.39,66.67,75.03,28800,90000,17,32400,75600,12,28800,77400,13.5,28800,72000,12
2015-04-07,NA,"EASTER",83.99,67.51,75.75,28800,90000,17,32400,75600,12,28800,77400,13.5,28800,72000,12
2015-04-08,NA,"EASTER",86.3,65.87,76.09,28800,90000,17,32400,75600,12,28800,77400,13.5,28800,72000,12
2015-04-09,NA,"EASTER",86.82,65.18,76,28800,90000,17,32400,75600,12,28800,77400,13.5,28800,72000,12
2015-04-10,NA,"EASTER",88.5,65.99,77.25,28800,90000,17,32400,75600,12,28800,77400,13.5,28800,68400,11
2015-04-11,NA,"EASTER",89.4,69.66,79.53,28800,90000,17,32400,75600,12,28800,77400,13.5,28800,68400,11
2015-04-12,NA,"EASTER",86.44,67.51,76.98,32400,82800,14,32400,75600,12,32400,72000,11,32400,72000,11
2015-04-13,NA,"EASTER",86.13,70.67,78.4,32400,86400,15,32400,75600,12,32400,77400,12.5,32400,64800,9
2015-04-14,NA,"EASTER",87.3,68.3,77.8,32400,86400,15,32400,75600,12,32400,72000,11,32400,68400,10
2015-04-15,NA,"SPRING",87.23,71.5,79.37,32400,82800,14,32400,75600,12,32400,72000,11,32400,64800,9
2015-04-16,NA,"SPRING",84.6,71.59,78.1,32400,86400,15,32400,75600,12,32400,72000,11,32400,68400,10
2015-04-17,NA,"SPRING",83.99,69.51,76.75,32400,86400,15,32400,75600,12,32400,77400,12.5,32400,64800,9
2015-04-18,NA,"SPRING",88.04,70.64,79.34,28800,86400,16,32400,75600,12,32400,77400,12.5,32400,68400,10
2015-04-19,NA,"SPRING",90.24,72.86,81.55,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,68400,10
2015-04-20,NA,"SPRING",84.02,66.22,75.12,32400,86400,15,32400,75600,12,32400,77400,12.5,32400,68400,10
2015-04-21,NA,"SPRING",87.16,66.5,76.83,32400,86400,15,32400,75600,12,32400,72000,11,32400,68400,10
2015-04-22,NA,"SPRING",86.71,70.56,78.63,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,68400,10
2015-04-23,NA,"SPRING",81.89,69.58,75.74,32400,86400,15,32400,75600,12,32400,72000,11,32400,68400,10
2015-04-24,NA,"SPRING",85.07,71.51,78.29,32400,90000,16,32400,75600,12,32400,77400,12.5,32400,64800,9
2015-04-25,NA,"SPRING",89.25,68.61,78.93,28800,86400,16,32400,75600,12,32400,77400,12.5,32400,68400,10
2015-04-26,NA,"SPRING",88.46,75.97,82.22,32400,86400,15,32400,75600,12,32400,77400,12.5,32400,68400,10
2015-04-27,NA,"SPRING",81.74,73.04,77.39,32400,86400,15,32400,75600,12,32400,72000,11,32400,64800,9
2015-04-28,NA,"SPRING",80.35,70.2,75.28,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,64800,9
2015-04-29,NA,"SPRING",85.71,70.73,78.22,32400,82800,14,32400,75600,12,32400,72000,11,32400,61200,8
2015-04-30,NA,"SPRING",79.39,68.48,73.94,32400,82800,14,32400,75600,12,32400,72000,11,32400,64800,9
2015-05-01,NA,"SPRING",82.54,61.92,72.23,32400,86400,15,32400,75600,12,32400,72000,11,32400,68400,10
2015-05-02,NA,"SPRING",80.58,61.65,71.12,28800,86400,16,32400,75600,12,32400,77400,12.5,32400,68400,10
2015-05-03,NA,"SPRING",81.2,61.27,71.24,32400,86400,15,32400,75600,12,32400,79200,13,32400,72000,11
2015-05-04,NA,"SPRING",81.38,63.49,72.44,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-05-05,NA,"SPRING",80.59,67.67,74.13,32400,86400,15,32400,75600,12,32400,73800,11.5,32400,68400,10
2015-05-06,NA,"SPRING",81.45,69.81,75.63,32400,82800,14,32400,75600,12,32400,79200,13,32400,64800,9
2015-05-07,NA,"SPRING",86.33,66.85,76.59,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,68400,10
2015-05-08,NA,"SPRING",86.63,64.19,75.41,32400,86400,15,32400,75600,12,32400,73800,11.5,32400,64800,9
2015-05-09,NA,"SPRING",90.11,69.32,79.72,28800,86400,16,32400,75600,12,32400,79200,13,32400,68400,10
2015-05-10,NA,"SPRING",91.78,69.82,80.8,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,68400,10
2015-05-11,NA,"SPRING",90.75,71.61,81.18,32400,82800,14,32400,75600,12,32400,79200,13,32400,64800,9
2015-05-12,NA,"SPRING",88.89,71.53,80.21,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,64800,9
2015-05-13,NA,"SPRING",90.48,72.46,81.47,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,64800,9
2015-05-14,NA,"SPRING",89.85,71.68,80.77,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,64800,9
2015-05-15,NA,"SPRING",83.76,72.81,78.29,32400,86400,15,32400,75600,12,28800,79200,14,32400,68400,10
2015-05-16,NA,"SPRING",86.64,69.21,77.93,32400,86400,15,32400,75600,12,28800,79200,14,32400,72000,11
2015-05-17,NA,"SPRING",86.74,72.53,79.63,32400,86400,15,32400,75600,12,28800,79200,14,32400,72000,11
2015-05-18,NA,"SPRING",87.89,68.97,78.43,32400,82800,14,32400,75600,12,32400,79200,13,32400,64800,9
2015-05-19,NA,"SPRING",90.7,71.13,80.91,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,68400,10
2015-05-20,NA,"SPRING",92.88,71.81,82.35,32400,82800,14,32400,75600,12,32400,79200,13,32400,64800,9
2015-05-21,NA,"SPRING",91.46,72.08,81.77,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,64800,9
2015-05-22,NA,"SPRING",92.68,74.48,83.58,21600,107940,23.983333333,32400,82800,14,28800,79200,14,32400,72000,11
2015-05-23,NA,"MEMORIAL DAY",90.33,73.51,81.92,32400,90000,16,32400,75600,12,28800,79200,14,32400,72000,11
2015-05-24,NA,"MEMORIAL DAY",87.99,74.71,81.35,32400,86400,15,32400,75600,12,28800,79200,14,28800,72000,12
2015-05-25,NA,"MEMORIAL DAY",89.04,72.13,80.59,32400,86400,15,32400,75600,12,32400,79200,13,28800,72000,12
2015-05-26,NA,"MEMORIAL DAY",90.69,74.87,82.78,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-05-27,NA,"SPRING",88.2,72.5,80.35,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-05-28,NA,"SPRING",85.98,70.54,78.26,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-05-29,NA,"SPRING",87.36,67.48,77.42,32400,86400,15,32400,75600,12,28800,79200,14,32400,68400,10
2015-05-30,NA,"SPRING",90.67,70.95,80.81,28800,90000,17,32400,75600,12,28800,79200,14,32400,68400,10
2015-05-31,NA,"SPRING",88.33,71.83,80.08,32400,64800,9,32400,75600,12,28800,79200,14,32400,72000,11
2015-06-01,NA,"SPRING",91.18,71.65,81.42,28800,86400,16,32400,75600,12,32400,79200,13,32400,68400,10
2015-06-02,NA,"SPRING",81.63,70.03,75.83,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-06-03,NA,"SPRING",83.99,69.48,76.74,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-06-04,NA,"SPRING",87.93,69.38,78.66,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-06-05,NA,"SPRING",89.72,70.8,80.26,32400,86400,15,32400,75600,12,28800,79200,14,32400,68400,10
2015-06-06,NA,"SPRING",87.43,70.14,78.79,28800,86400,16,32400,75600,12,28800,79200,14,32400,64800,9
2015-06-07,NA,"SPRING",88.31,70.84,79.58,32400,86400,15,32400,75600,12,28800,79200,14,32400,64800,9
2015-06-08,NA,"SPRING",87.72,72.31,80.02,28800,90000,17,32400,75600,12,32400,79200,13,32400,68400,10
2015-06-09,NA,"SPRING",91.04,71.83,81.44,28800,90000,17,32400,75600,12,32400,79200,13,32400,72000,11
2015-06-10,NA,"SPRING",84.99,70.16,77.57,28800,90000,17,32400,75600,12,32400,79200,13,32400,72000,11
2015-06-11,NA,"SPRING",87.5,71.51,79.51,32400,90000,16,32400,75600,12,32400,79200,13,32400,72000,11
2015-06-12,NA,"SPRING",88.52,73.34,80.93,32400,90000,16,32400,75600,12,28800,79200,14,32400,64800,9
2015-06-13,NA,"SPRING",91.44,76.17,83.81,32400,86400,15,32400,75600,12,28800,79200,14,32400,64800,9
2015-06-14,NA,"SPRING",91.98,74.14,83.06,32400,86400,15,32400,75600,12,28800,79200,14,32400,64800,9
2015-06-15,NA,"SPRING",91.67,74.14,82.91,28800,86400,16,32400,75600,12,32400,79200,13,32400,68400,10
2015-06-16,NA,"SPRING",93.42,75.01,84.22,28800,86400,16,32400,75600,12,32400,79200,13,32400,72000,11
2015-06-17,NA,"SPRING",93.83,72,82.92,28800,86400,16,32400,75600,12,32400,79200,13,32400,72000,11
2015-06-18,NA,"SPRING",94.67,76.5,85.59,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-06-19,NA,"SPRING",95.92,74.78,85.35,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-06-20,NA,"SPRING",90,73.59,81.8,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-06-21,NA,"SPRING",93.69,70.8,82.25,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
2015-06-22,NA,"SPRING",94.3,78.44,86.37,28800,86400,16,32400,75600,12,32400,79200,13,32400,68400,10
2015-06-23,NA,"SPRING",93.89,74.61,84.25,28800,86400,16,32400,75600,12,32400,79200,13,32400,72000,11
2015-06-24,NA,"SPRING",91.25,74.34,82.8,28800,90000,17,32400,75600,12,32400,79200,13,32400,72000,11
2015-06-25,NA,"SPRING",90.38,73.54,81.96,32400,90000,16,32400,75600,12,32400,79200,13,32400,68400,10
2015-06-26,NA,"SPRING",91.13,73.34,82.24,32400,90000,16,32400,75600,12,32400,79200,13,32400,68400,10
2015-06-27,NA,"SPRING",90.34,76.21,83.28,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-06-28,NA,"SPRING",91.67,75.77,83.72,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
2015-06-29,NA,"SPRING",87.4,74.51,80.96,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-06-30,NA,"SPRING",93.47,74.08,83.78,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-01,NA,"SUMMER BREAK",91.33,76.39,83.86,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-02,NA,"JULY 4TH",91.11,74.14,82.63,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-03,NA,"JULY 4TH",92.39,72.95,82.67,28800,90000,17,32400,75600,12,32400,79200,13,28800,61200,9
2015-07-04,NA,"JULY 4TH",91.99,73.85,82.92,28800,90000,17,32400,79200,13,32400,86400,15,28800,61200,9
2015-07-05,NA,"JULY 4TH",92.22,73.12,82.67,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
2015-07-06,NA,"JULY 4TH",90.8,72.27,81.54,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
2015-07-07,NA,"SUMMER BREAK",86.76,73.24,80,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-08,NA,"SUMMER BREAK",90.45,72.8,81.63,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-09,NA,"SUMMER BREAK",92.34,74.97,83.66,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-10,NA,"SUMMER BREAK",92.43,74.61,83.52,32400,82800,14,32400,75600,12,32400,79200,13,32400,64800,9
2015-07-11,NA,"SUMMER BREAK",94.11,75.39,84.75,32400,86400,15,32400,75600,12,32400,79200,13,32400,61200,8
2015-07-12,NA,"SUMMER BREAK",93.02,75.02,84.02,32400,82800,14,32400,75600,12,32400,79200,13,32400,64800,9
2015-07-13,NA,"SUMMER BREAK",93.69,74.44,84.07,28800,86400,16,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-14,NA,"SUMMER BREAK",90.38,77.22,83.8,28800,86400,16,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-15,NA,"SUMMER BREAK",90.01,77.45,83.73,28800,86400,16,32400,75600,12,32400,64800,9,32400,68400,10
2015-07-16,NA,"SUMMER BREAK",87.63,75.4,81.52,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-17,NA,"SUMMER BREAK",87.46,75.61,81.54,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-18,NA,"SUMMER BREAK",88.22,75.08,81.65,32400,86400,15,32400,75600,12,32400,79200,13,32400,61200,8
2015-07-19,NA,"SUMMER BREAK",91.21,75.28,83.25,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-20,NA,"SUMMER BREAK",90.15,75.59,82.87,28800,86400,16,32400,75600,12,32400,79200,13,32400,64800,9
2015-07-21,NA,"SUMMER BREAK",88.66,76.64,82.65,28800,86400,16,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-22,NA,"SUMMER BREAK",88.58,77.29,82.94,28800,86400,16,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-23,NA,"SUMMER BREAK",91.45,77.67,84.56,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-24,NA,"SUMMER BREAK",85.68,77.81,81.75,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-25,NA,"SUMMER BREAK",85.28,76.11,80.7,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
2015-07-26,NA,"SUMMER BREAK",89.14,75.2,82.17,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
2015-07-27,NA,"SUMMER BREAK",84.41,77.01,80.71,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
2015-07-28,NA,"SUMMER BREAK",84.56,76.64,80.6,28800,86400,16,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-29,NA,"SUMMER BREAK",90.32,74.47,82.4,28800,90000,17,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-30,NA,"SUMMER BREAK",90.65,74.97,82.81,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-07-31,NA,"SUMMER BREAK",87.01,74.77,80.89,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
2015-08-01,NA,"SUMMER BREAK",86.5,73.41,79.96,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
2015-08-02,NA,"SUMMER BREAK",81.59,72.63,77.11,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
2015-08-03,NA,"SUMMER BREAK",81.89,74.3,78.1,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-08-04,NA,"SUMMER BREAK",89.51,74.28,81.9,28800,90000,17,32400,75600,12,32400,79200,13,32400,68400,10
2015-08-05,NA,"SUMMER BREAK",91.74,74.41,83.07,28800,86400,16,32400,75600,12,32400,79200,13,32400,68400,10
2015-08-06,NA,"SUMMER BREAK",91.48,74.74,83.11,32400,90000,16,32400,75600,12,32400,79200,13,32400,68400,10
2015-08-07,NA,"SUMMER BREAK",87.36,76.61,81.99,32400,86400,15,32400,75600,12,32400,79200,13,32400,68400,10
2015-08-08,NA,"SUMMER BREAK",86.73,75.06,80.9,28800,86400,16,32400,75600,12,32400,79200,13,32400,64800,9
2015-08-09,NA,"SUMMER BREAK",92.31,75.09,83.7,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
