"date","wdw_ticket_season","wdwseason","wdwmaxtemp","wdwmintemp","wdwmeantemp","mkopen","mkclose","mkhours","epopen","epclose","ephours","hsopen","hsclose","hshours","akopen","akclose","akhours"
2016-04-25,"regular","SPRING",82.18,66.42,74.3,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,64800,9
2016-04-26,"regular","SPRING",85.06,63.61,74.34,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,64800,9
2016-04-27,"regular","SPRING",85.19,65.29,75.24,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,64800,9
2016-04-28,"regular","SPRING",88.41,67.13,77.77,32400,79200,13,32400,75600,12,32400,77400,12.5,32400,64800,9
2016-04-29,"regular","SPRING",89.94,69.01,79.48,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
2016-04-30,"regular","SPRING",87.2,70.17,78.69,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
2016-05-01,"regular","SPRING",87.96,68.42,78.19,32400,86400,15,32400,75600,12,32400,79200,13,32400,66600,9.5
2016-05-02,"regular","SPRING",90.2,70.34,80.27,32400,82800,14,32400,75600,12,32400,79200,13,32400,64800,9
2016-05-03,"regular","SPRING",88.38,71.91,80.15,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,64800,9
2016-05-04,"regular","SPRING",77.92,67.48,72.7,32400,82800,14,32400,75600,12,32400,79200,13,32400,64800,9
2016-05-05,"regular","SPRING",80.94,58.68,69.81,32400,79200,13,32400,75600,12,32400,73800,11.5,32400,64800,9
2016-05-06,"regular","SPRING",77.18,56.68,66.93,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
2016-05-07,"regular","SPRING",80.53,56.45,68.49,32400,86400,15,32400,75600,12,32400,75600,12,32400,66600,9.5
2016-05-08,"regular","SPRING",84.83,58.62,71.73,32400,82800,14,32400,75600,12,32400,79200,13,32400,66600,9.5
2016-05-09,"regular","SPRING",85.15,61.56,73.36,32400,82800,14,32400,75600,12,32400,79200,13,32400,64800,9
2016-05-10,"regular","SPRING",85.89,66.95,76.42,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,64800,9
2016-05-11,"regular","SPRING",86.79,69.06,77.93,32400,82800,14,32400,75600,12,32400,79200,13,32400,64800,9
2016-05-12,"regular","SPRING",84.85,70.09,77.47,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,64800,9
2016-05-13,"regular","SPRING",89.83,68.75,79.29,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
2016-05-14,"regular","SPRING",89.57,70.69,80.13,32400,86400,15,32400,75600,12,32400,75600,12,32400,66600,9.5
2016-05-15,"regular","SPRING",88.25,64.27,76.26,32400,86400,15,32400,75600,12,32400,79200,13,32400,66600,9.5
2016-05-16,"regular","SPRING",88.89,69.28,79.09,32400,82800,14,32400,75600,12,32400,79200,13,32400,64800,9
2016-05-17,"regular","SPRING",86.35,69.64,78,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,64800,9
2016-05-18,"regular","SPRING",89.53,69.77,79.65,32400,82800,14,32400,75600,12,32400,79200,13,32400,64800,9
2016-05-19,"regular","SPRING",85.71,72.94,79.32,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,64800,9
2016-05-20,"regular","SPRING",86.94,71.45,79.2,32400,86400,15,32400,75600,12,32400,79200,13,32400,66600,9.5
2016-05-21,"regular","SPRING",89.24,72.48,80.86,32400,86400,15,32400,75600,12,32400,79200,13,32400,66600,9.5
2016-05-22,"regular","SPRING",88.53,71.68,80.11,32400,82800,14,32400,75600,12,32400,79200,13,32400,66600,9.5
2016-05-23,"regular","SPRING",86.22,69.03,77.63,32400,86400,15,32400,75600,12,32400,79200,13,32400,64800,9
2016-05-24,"regular","SPRING",86.11,69.62,77.87,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,64800,9
2016-05-25,"regular","SPRING",87.13,69.42,78.28,32400,82800,14,32400,75600,12,32400,79200,13,32400,64800,9
2016-05-26,"regular","SPRING",86.2,66.62,76.41,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,64800,9
2016-05-27,"peak","SPRING",85.93,70.81,78.37,32400,86400,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-05-28,"peak","MEMORIAL DAY",90.13,70.79,80.46,32400,86400,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-05-29,"peak","MEMORIAL DAY",90.32,71.81,81.07,32400,86400,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-05-30,"peak","MEMORIAL DAY",89.59,71.53,80.56,32400,86400,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-05-31,"peak","MEMORIAL DAY",90.6,71.19,80.9,32400,86400,15,32400,75600,12,32400,73800,11.5,32400,82800,14
2016-06-01,"peak","SPRING",90.65,72.27,81.46,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-02,"peak","SPRING",90.98,73.11,82.05,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,82800,14
2016-06-03,"peak","SPRING",91.61,74.84,83.23,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-04,"peak","SPRING",92.28,75.44,83.86,32400,86400,15,32400,75600,12,32400,73800,11.5,32400,82800,14
2016-06-05,"peak","SPRING",91.67,74.85,83.26,28800,82800,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-06,"peak","SPRING",85.77,73.97,79.87,28800,82800,15,32400,75600,12,32400,75600,12,32400,82800,14
2016-06-07,"peak","SPRING",87.02,76.97,82,32400,82800,14,32400,75600,12,32400,75600,12,32400,82800,14
2016-06-08,"peak","SPRING",88.21,76.36,82.29,28800,82800,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-09,"peak","SPRING",84.79,74.36,79.58,28800,82800,15,32400,75600,12,32400,75600,12,32400,82800,14
2016-06-10,"peak","SPRING",88.36,73.39,80.88,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-11,"peak","SPRING",87.25,74.67,80.96,32400,82800,14,32400,75600,12,32400,75600,12,32400,82800,14
2016-06-12,"peak","SPRING",89.56,73.97,81.77,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-13,"peak","SPRING",92.19,75.34,83.77,32400,86400,15,32400,75600,12,32400,75600,12,32400,82800,14
2016-06-14,"peak","SPRING",93.52,76.94,85.23,32400,82800,14,32400,75600,12,32400,75600,12,32400,82800,14
2016-06-15,"peak","SPRING",91.24,77.08,84.16,28800,82800,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-16,"peak","SPRING",90.99,77.49,84.24,28800,82800,15,32400,75600,12,32400,75600,12,32400,82800,14
2016-06-17,"peak","SPRING",88.93,78.22,83.58,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-18,"peak","SPRING",91.78,73.29,82.54,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-19,"peak","SPRING",84.64,73.74,79.19,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-20,"peak","SPRING",85.2,73.32,79.26,28800,86400,16,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-21,"peak","SPRING",86.7,68.89,77.8,32400,86400,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-22,"peak","SPRING",91.43,71.98,81.71,28800,86400,16,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-23,"peak","SPRING",93.64,76.08,84.86,28800,82800,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-24,"peak","SPRING",94.3,76.51,85.41,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-25,"peak","SPRING",95.14,77.93,86.54,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-26,"peak","SPRING",89.69,75.76,82.73,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-27,"peak","SPRING",91.16,73.47,82.32,28800,82800,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-28,"peak","SPRING",92.45,76.35,84.4,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-29,"peak","SPRING",91.08,73.37,82.23,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-06-30,"peak","SPRING",90.45,75.29,82.87,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-07-01,"peak","SUMMER BREAK",90.77,75.13,82.95,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-07-02,"peak","JULY 4TH",90.19,74.98,82.59,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-07-03,"peak","JULY 4TH",91.03,75.18,83.11,32400,90000,16,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-07-04,"peak","JULY 4TH",92.99,77.61,85.3,28800,90000,17,32400,79200,13,32400,77400,12.5,32400,82800,14
2016-07-05,"peak","JULY 4TH",94.31,77.72,86.02,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-07-06,"peak","JULY 4TH",94.26,79.32,86.79,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-07-07,"peak","SUMMER BREAK",94.56,79.01,86.79,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-07-08,"peak","SUMMER BREAK",96.13,78.3,87.22,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-07-09,"peak","SUMMER BREAK",95.36,79.62,87.49,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-07-10,"peak","SUMMER BREAK",92.86,77.64,85.25,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-07-11,"peak","SUMMER BREAK",95.22,77.43,86.33,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-07-12,"peak","SUMMER BREAK",94.87,77.37,86.12,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-07-13,"peak","SUMMER BREAK",93.09,76.24,84.67,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-07-14,"peak","SUMMER BREAK",92.69,74.96,83.82,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-07-15,"peak","SUMMER BREAK",93.02,77.09,85.06,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-07-16,"peak","SUMMER BREAK",92.8,76.4,84.6,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-07-17,"peak","SUMMER BREAK",91.59,76.86,84.23,32400,79200,13,32400,75600,12,32400,79200,13,32400,82800,14
2016-07-18,"peak","SUMMER BREAK",88.93,78.36,83.65,28800,82800,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-07-19,"peak","SUMMER BREAK",89.41,76.77,83.09,32400,86400,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-07-20,"peak","SUMMER BREAK",91.87,75.64,83.76,28800,82800,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-07-21,"peak","SUMMER BREAK",89.65,77.07,83.36,28800,79200,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-07-22,"peak","SUMMER BREAK",91.69,76.18,83.94,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-07-23,"peak","SUMMER BREAK",91.22,72.87,82.05,32400,79200,13,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-07-24,"regular","SUMMER BREAK",92.36,75.98,84.17,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-07-25,"regular","SUMMER BREAK",90.62,74.33,82.48,28800,82800,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-07-26,"regular","SUMMER BREAK",93.78,76.44,85.11,32400,86400,15,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-07-27,"regular","SUMMER BREAK",94.73,77.85,86.29,28800,82800,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-07-28,"regular","SUMMER BREAK",94.56,77.63,86.1,28800,82800,15,32400,75600,12,32400,79200,13,32400,82800,14
2016-07-29,"regular","SUMMER BREAK",92.86,78.17,85.52,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-07-30,"regular","SUMMER BREAK",92.47,76.13,84.3,28800,82800,15,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-07-31,"regular","SUMMER BREAK",91.76,75.42,83.59,32400,82800,14,32400,75600,12,32400,79200,13,32400,82800,14
2016-08-01,"regular","SUMMER BREAK",94.1,75.5,84.8,28800,86400,16,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-02,"regular","SUMMER BREAK",93.49,76.57,85.03,32400,86400,15,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-03,"regular","SUMMER BREAK",88.52,75.98,82.25,28800,86400,16,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-04,"regular","SUMMER BREAK",85.45,75.05,80.25,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-05,"regular","SUMMER BREAK",91.89,74.96,83.43,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-06,"regular","SUMMER BREAK",89.39,75.98,82.69,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-07,"regular","SUMMER BREAK",86.48,76.41,81.45,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-08,"regular","SUMMER BREAK",81.69,75.54,78.62,28800,86400,16,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-09,"regular","SUMMER BREAK",87.87,74.78,81.33,32400,86400,15,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-10,"regular","SUMMER BREAK",88.76,74.37,81.57,28800,86400,16,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-11,"regular","SUMMER BREAK",90.93,75.13,83.03,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-12,"regular","SUMMER BREAK",91.92,75.72,83.82,32400,86400,15,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-13,"regular","SUMMER BREAK",92.98,74.83,83.91,28800,86400,16,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-14,"regular","SUMMER BREAK",87.93,77.83,82.88,32400,86400,15,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-15,"regular","SUMMER BREAK",89.2,78.02,83.61,28800,90000,17,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-16,"regular","SUMMER BREAK",87.1,76.86,81.98,32400,90000,16,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-17,"regular","SUMMER BREAK",90.7,76.42,83.56,28800,86400,16,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-18,"regular","SUMMER BREAK",89.83,77.03,83.43,32400,86400,15,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-19,"regular","SUMMER BREAK",92.89,75.68,84.29,32400,86400,15,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-20,"regular","SUMMER BREAK",92.45,76.4,84.43,28800,86400,16,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-21,"regular","SUMMER BREAK",94.59,77.1,85.85,32400,82800,14,32400,75600,12,32400,77400,12.5,32400,82800,14
2016-08-22,"value","SUMMER BREAK",95.42,77.03,86.23,28800,86400,16,32400,75600,12,32400,75600,12,32400,82800,14
2016-08-23,"value","SEPTEMBER LOW",94.22,78.94,86.58,32400,86400,15,32400,75600,12,32400,75600,12,32400,82800,14
2016-08-24,"value","SEPTEMBER LOW",89.57,80.22,84.9,28800,82800,15,32400,75600,12,32400,75600,12,32400,82800,14
2016-08-25,"value","SEPTEMBER LOW",91.56,77.46,84.51,32400,82800,14,32400,75600,12,32400,75600,12,32400,82800,14
2016-08-26,"value","SEPTEMBER LOW",89.7,77.83,83.77,32400,82800,14,32400,75600,12,32400,75600,12,32400,82800,14
2016-08-27,"value","SEPTEMBER LOW",90.45,77.14,83.8,28800,86400,16,32400,75600,12,32400,75600,12,32400,82800,14
2016-08-28,"value","SEPTEMBER LOW",91.39,78.59,84.99,32400,79200,13,32400,75600,12,32400,75600,12,32400,82800,14
2016-08-29,"value","SEPTEMBER LOW",85.85,75.39,80.62,32400,79200,13,32400,75600,12,32400,75600,12,32400,82800,14
2016-08-30,"value","SEPTEMBER LOW",86.6,74.35,80.48,32400,75600,12,32400,75600,12,32400,75600,12,32400,82800,14
2016-08-31,"value","SEPTEMBER LOW",84.05,73.85,78.95,32400,75600,12,32400,75600,12,32400,75600,12,32400,82800,14
2016-09-01,"value","SEPTEMBER LOW",85.89,73.54,79.72,32400,75600,12,32400,75600,12,32400,75600,12,32400,82800,14
2016-09-02,"value","SEPTEMBER LOW",84.83,75.3,80.07,32400,68400,10,32400,75600,12,32400,75600,12,32400,82800,14
2016-09-03,"value","SEPTEMBER LOW",86.22,74.98,80.6,28800,90000,17,32400,75600,12,32400,75600,12,32400,82800,14
2016-09-04,"value","SEPTEMBER LOW",90.87,75.09,82.98,32400,86400,15,32400,75600,12,32400,75600,12,32400,82800,14
2016-09-05,"value","SEPTEMBER LOW",84.77,74.72,79.75,32400,82800,14,32400,75600,12,32400,75600,12,32400,82800,14
2016-09-06,"value","SEPTEMBER LOW",88.36,72.55,80.46,32400,75600,12,32400,75600,12,32400,75600,12,32400,75600,12
2016-09-07,"value","SEPTEMBER LOW",88.89,73.92,81.41,32400,75600,12,32400,75600,12,32400,75600,12,32400,75600,12
2016-09-08,"value","SEPTEMBER LOW",89.42,73.45,81.44,32400,68400,10,32400,75600,12,32400,75600,12,32400,75600,12
2016-09-09,"value","SEPTEMBER LOW",90.39,75.12,82.76,32400,79200,13,32400,75600,12,32400,75600,12,32400,75600,12
2016-09-10,"value","SEPTEMBER LOW",91.18,76.36,83.77,28800,86400,16,32400,75600,12,32400,75600,12,32400,75600,12
2016-09-11,"value","SEPTEMBER LOW",90.26,75.34,82.8,32400,68400,10,32400,75600,12,32400,75600,12,32400,75600,12
2016-09-12,"value","SEPTEMBER LOW",90.44,76.51,83.48,28800,82800,15,32400,75600,12,32400,75600,12,32400,75600,12
2016-09-13,"value","SEPTEMBER LOW",84.34,76.48,80.41,32400,68400,10,32400,75600,12,32400,75600,12,32400,75600,12
2016-09-14,"value","SEPTEMBER LOW",89.33,75.44,82.39,32400,79200,13,32400,75600,12,32400,75600,12,32400,75600,12
2016-09-15,"value","SEPTEMBER LOW",90.97,75.42,83.2,32400,79200,13,32400,75600,12,32400,75600,12,32400,75600,12
2016-09-16,"value","SEPTEMBER LOW",89.99,75.88,82.94,32400,68400,10,32400,79200,13,32400,75600,12,32400,75600,12
2016-09-17,"value","SEPTEMBER LOW",91.14,76.54,83.84,28800,82800,15,32400,79200,13,32400,73800,11.5,32400,75600,12
2016-09-18,"value","SEPTEMBER LOW",91.69,76.44,84.07,32400,68400,10,32400,75600,12,32400,73800,11.5,32400,75600,12
2016-09-19,"value","SEPTEMBER LOW",90.44,74.19,82.32,32400,82800,14,32400,75600,12,32400,73800,11.5,32400,75600,12
2016-09-20,"value","FALL",87.76,73.2,80.48,32400,68400,10,32400,75600,12,32400,73800,11.5,32400,75600,12
2016-09-21,"value","FALL",90.35,75.54,82.95,32400,75600,12,32400,75600,12,32400,73800,11.5,32400,75600,12
2016-09-22,"value","FALL",92.04,75.4,83.72,32400,75600,12,32400,75600,12,32400,73800,11.5,32400,75600,12
2016-09-23,"value","FALL",91.22,74.81,83.02,32400,68400,10,32400,79200,13,32400,73800,11.5,32400,75600,12
2016-09-24,"value","FALL",91.21,75.07,83.14,28800,86400,16,32400,79200,13,32400,73800,11.5,32400,75600,12
2016-09-25,"value","FALL",91.27,75.42,83.35,32400,68400,10,32400,75600,12,32400,72000,11,32400,75600,12
2016-09-26,"value","FALL",86.61,74.13,80.37,32400,82800,14,32400,75600,12,32400,72000,11,32400,75600,12
2016-09-27,"value","FALL",88.95,70.33,79.64,32400,72000,11,32400,75600,12,32400,72000,11,32400,75600,12
2016-09-28,"value","FALL",89.14,71.29,80.22,32400,82800,14,32400,75600,12,32400,72000,11,32400,75600,12
2016-09-29,"value","FALL",86.26,72.74,79.5,32400,68400,10,32400,75600,12,32400,72000,11,32400,75600,12
2016-09-30,"regular","FALL",90,72.74,81.37,32400,68400,10,32400,79200,13,32400,72000,11,32400,73800,11.5
2016-10-01,"regular","FALL",89.56,71.98,80.77,28800,86400,16,32400,79200,13,32400,72000,11,32400,73800,11.5
2016-10-02,"regular","FALL",87.34,72.88,80.11,32400,68400,10,32400,75600,12,32400,70200,10.5,32400,73800,11.5
2016-10-03,"regular","FALL",86.28,74.81,80.55,28800,86400,16,32400,75600,12,32400,72000,11,32400,73800,11.5
2016-10-04,"regular","FALL",85.57,75.53,80.55,32400,68400,10,32400,75600,12,32400,70200,10.5,32400,73800,11.5
2016-10-05,"regular","FALL",89.71,73.65,81.68,28800,82800,15,32400,75600,12,32400,72000,11,32400,73800,11.5
2016-10-06,"regular","FALL",84.08,73.88,78.98,32400,61200,8,32400,61200,8,32400,61200,8,32400,61200,8
2016-10-07,"regular","FALL",78.15,75.39,76.77,28800,68400,11,32400,79200,13,32400,72000,11,32400,73800,11.5
2016-10-08,"regular","COLUMBUS DAY",88.14,73.85,81,28800,86400,16,28800,79200,14,28800,72000,12,28800,73800,12.5
2016-10-09,"regular","COLUMBUS DAY",85.11,71.99,78.55,28800,86400,16,32400,75600,12,32400,72000,11,32400,73800,11.5
2016-10-10,"regular","COLUMBUS DAY",80.09,66.62,73.36,28800,68400,11,32400,75600,12,32400,72000,11,32400,73800,11.5
2016-10-11,"regular","COLUMBUS DAY",80.24,69.22,74.73,28800,68400,11,32400,75600,12,32400,72000,11,32400,73800,11.5
2016-10-12,"regular","FALL",82.07,70.67,76.37,28800,86400,16,32400,75600,12,32400,72000,11,32400,73800,11.5
2016-10-13,"regular","FALL",84.65,70.31,77.48,32400,68400,10,32400,75600,12,32400,68400,10,32400,73800,11.5
2016-10-14,"regular","FALL",83.3,71.29,77.3,28800,68400,11,32400,79200,13,32400,72000,11,32400,73800,11.5
2016-10-15,"regular","FALL",86.18,72.76,79.47,28800,86400,16,32400,79200,13,32400,72000,11,32400,73800,11.5
2016-10-16,"regular","FALL",83.71,73.2,78.46,28800,68400,11,32400,75600,12,32400,68400,10,32400,73800,11.5
2016-10-17,"regular","FALL",84.65,71.31,77.98,28800,86400,16,32400,75600,12,32400,72000,11,32400,73800,11.5
2016-10-18,"regular","FALL",85.59,69.81,77.7,32400,68400,10,32400,75600,12,32400,68400,10,32400,73800,11.5
2016-10-19,"regular","FALL",84.18,68.73,76.46,32400,82800,14,32400,75600,12,32400,72000,11,32400,73800,11.5
2016-10-20,"regular","FALL",84.46,66.35,75.41,32400,68400,10,32400,75600,12,32400,68400,10,32400,73800,11.5
2016-10-21,"regular","FALL",85.17,68.39,76.78,28800,68400,11,32400,79200,13,32400,72000,11,32400,73800,11.5
2016-10-22,"regular","FALL",74.78,57.36,66.07,28800,86400,16,32400,79200,13,32400,72000,11,32400,73800,11.5
2016-10-23,"regular","FALL",77.48,54.62,66.05,28800,68400,11,32400,75600,12,32400,68400,10,32400,73800,11.5
2016-10-24,"regular","FALL",78.36,59.42,68.89,32400,82800,14,32400,75600,12,32400,72000,11,32400,73800,11.5
2016-10-25,"regular","FALL",80.94,59.61,70.28,32400,68400,10,32400,75600,12,32400,68400,10,32400,73800,11.5
2016-10-26,"regular","FALL",83.98,65.4,74.69,32400,82800,14,32400,75600,12,32400,72000,11,32400,73800,11.5
2016-10-27,"regular","FALL",82.34,67.88,75.11,32400,68400,10,32400,75600,12,32400,68400,10,32400,73800,11.5
2016-10-28,"regular","HALLOWEEN",82.47,68.9,75.69,28800,68400,11,32400,79200,13,32400,72000,11,32400,73800,11.5
2016-10-29,"regular","HALLOWEEN",83.13,69.55,76.34,28800,86400,16,32400,79200,13,32400,72000,11,32400,73800,11.5
2016-10-30,"regular","HALLOWEEN",84.72,68.46,76.59,28800,68400,11,32400,75600,12,32400,68400,10,32400,73800,11.5
2016-10-31,"regular","HALLOWEEN",83.89,64.58,74.24,28800,68400,11,32400,75600,12,32400,72000,11,32400,73800,11.5
2016-11-01,"regular","HALLOWEEN",84.37,62.67,73.52,32400,79200,13,32400,75600,12,32400,68400,10,32400,73800,11.5
2016-11-02,"regular","HALLOWEEN",83.79,68.42,76.11,32400,75600,12,32400,75600,12,32400,72000,11,32400,73800,11.5
2016-11-03,"regular","FALL",83.13,66.59,74.86,32400,75600,12,32400,75600,12,32400,68400,10,32400,73800,11.5
2016-11-04,"regular","FALL",83.78,63.79,73.79,32400,79200,13,32400,79200,13,32400,72000,11,32400,73800,11.5
2016-11-05,"regular","JERSEY WEEK",79.92,65.03,72.48,32400,82800,14,32400,79200,13,32400,72000,11,32400,73800,11.5
2016-11-06,"regular","JERSEY WEEK",78.58,63.42,71,32400,82800,14,32400,75600,12,32400,68400,10,32400,68400,10
2016-11-07,"regular","JERSEY WEEK",79.46,65.06,72.26,28800,68400,11,32400,75600,12,32400,68400,10,32400,68400,10
2016-11-08,"regular","JERSEY WEEK",80.11,62.87,71.49,32400,68400,10,32400,75600,12,32400,68400,10,32400,68400,10
2016-11-09,"regular","JERSEY WEEK",77.02,62.58,69.8,28800,82800,15,32400,75600,12,32400,68400,10,32400,68400,10
2016-11-10,"regular","JERSEY WEEK",79.05,60.95,70,28800,68400,11,32400,75600,12,32400,68400,10,32400,68400,10
2016-11-11,"regular","JERSEY WEEK",77.37,55.01,66.19,28800,68400,11,32400,79200,13,32400,72000,11,32400,68400,10
2016-11-12,"regular","JERSEY WEEK",78.02,58.09,68.06,28800,86400,16,32400,79200,13,32400,72000,11,32400,68400,10
2016-11-13,"regular","JERSEY WEEK",80.59,58.48,69.54,28800,68400,11,32400,79200,13,32400,68400,10,32400,68400,10
2016-11-14,"regular","JERSEY WEEK",69.62,64.47,67.05,32400,82800,14,32400,75600,12,32400,68400,10,32400,68400,10
2016-11-15,"regular","FALL",71.43,58.3,64.87,32400,68400,10,32400,75600,12,32400,68400,10,32400,68400,10
2016-11-16,"regular","FALL",76.02,53.77,64.9,32400,79200,13,32400,75600,12,32400,75600,12,32400,68400,10
2016-11-17,"regular","FALL",77.44,51.89,64.66,28800,59400,8.5,32400,75600,12,32400,68400,10,32400,68400,10
2016-11-18,"regular","THANKSGIVING",77.49,57.51,67.5,28800,68400,11,32400,75600,12,32400,68400,10,32400,68400,10
2016-11-19,"regular","THANKSGIVING",78.26,57.27,67.77,32400,82800,14,32400,75600,12,32400,68400,10,32400,68400,10
2016-11-20,"peak","THANKSGIVING",67.05,50.35,58.7,32400,82800,14,32400,75600,12,32400,79200,13,32400,70200,10.5
2016-11-21,"peak","THANKSGIVING",68.9,43.37,56.14,28800,86400,16,32400,75600,12,32400,79200,13,32400,70200,10.5
2016-11-22,"peak","THANKSGIVING",75.33,43.52,59.43,28800,86400,16,32400,75600,12,32400,79200,13,32400,70200,10.5
2016-11-23,"peak","THANKSGIVING",78.37,55.41,66.89,28800,86400,16,32400,75600,12,32400,79200,13,32400,70200,10.5
2016-11-24,"peak","THANKSGIVING",80.61,60.01,70.31,28800,86400,16,32400,75600,12,32400,75600,12,32400,70200,10.5
2016-11-25,"peak","THANKSGIVING",NA,NA,NA,28800,86400,16,32400,77400,12.5,32400,82800,14,32400,70200,10.5
2016-11-26,"peak","THANKSGIVING",75.7,61.22,68.46,28800,86400,16,32400,77400,12.5,32400,82800,14,32400,70200,10.5
2016-11-27,"peak","THANKSGIVING",76.56,56.32,66.44,32400,68400,10,32400,77400,12.5,32400,68400,10,32400,68400,10
2016-11-28,"regular","THANKSGIVING",78.02,58.29,68.16,32400,82800,14,32400,77400,12.5,32400,68400,10,32400,68400,10
